"","SVSPP","SCINAME","COMNAME","CRUISE6","STATION","PDSEX","PDID","PYLEN","PYLEST","PYNAM","PDLEN"
"678",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199503,24,2,3,5300,NA,"ANCHOA MITCHILLI",30
"679",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199306,223,2,4,1100,NA,"FISH LARVAE",22
"680",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199302,100,NA,7,4200,NA,"FISH",28
"681",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199503,31,2,1,5500,NA,"ANCHOA MITCHILLI",28
"682",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199507,206,2,1,3000,NA,"MERLUCCIUS BILINEARIS",26
"683",32,"CLUPEA HARENGUS","ATLANTIC HERRING",200209,236,2,1,2500,"N","LOLIGO SP",15
"684",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199503,31,2,2,4600,NA,"ANCHOA MITCHILLI",27
"685",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199302,43,NA,10,6000,NA,"ANCHOA MITCHILLI",21
"686",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199601,106,1,3,1000,NA,"AMMODYTES SP LARVAE",12
"687",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199507,243,1,7,2900,NA,"EUPHAUSIIDAE",25
"688",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199302,44,NA,6,1500,NA,"FISH LARVAE",26
"689",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199902,201,2,3,3600,"N","AMMODYTES SP",24
"690",32,"CLUPEA HARENGUS","ATLANTIC HERRING",198102,158,2,6,600,NA,"FISH",29
"691",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199306,223,2,4,2100,NA,"FISH LARVAE",22
"692",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199503,26,2,6,5500,NA,"ENGRAULIDAE",29
"693",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199503,30,1,2,4200,NA,"ANCHOA MITCHILLI",29
"694",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199302,43,NA,5,1400,NA,"FISH LARVAE",24
"695",32,"CLUPEA HARENGUS","ATLANTIC HERRING",200306,235,1,6,3000,"N","MERLUCCIUS BILINEARIS",20
"696",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201602,164,2,229760,8500,"E","MERLUCCIUS BILINEARIS",33
"697",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197904,440,0,1,2900,NA,"FISH",12
"698",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198508,276,2,14,3000,NA,"MERLUCCIUS BILINEARIS",28
"699",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199206,343,NA,6,11000,NA,"CRUSTACEA SHRIMP",32
"700",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201802,149,0,50768,5000,"N","AMMODYTES SP",11
"701",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199004,194,2,1,12500,NA,"AMMODYTES SP",34
"702",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198202,423,2,4,3000,NA,"FISH",23
"703",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199503,280,2,1,9000,NA,"MERLUCCIUS BILINEARIS",28
"704",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200902,421,1,3,6200,"E","AMMODYTES SP",20
"705",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198603,158,2,4,11000,NA,"AMMODYTES SP",34
"706",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198401,336,2,3,10000,NA,"AMMODYTES SP",39
"707",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197303,114,2,3,14000,NA,"FISH",40
"708",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201204,382,2,192400,18500,"N","CLUPEA HARENGUS",33
"709",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",202102,340,2,136260,24500,"N","CLUPEA HARENGUS",42
"710",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199908,222,2,3,5600,"N","LOLIGO SP",29
"711",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198603,343,2,1,14000,NA,"MERLUCCIUS BILINEARIS",31
"712",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199206,90,NA,2,4000,NA,"MERLUCCIUS BILINEARIS",24
"713",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198502,302,2,2,2500,NA,"EUPHAUSIIDAE",32
"714",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200002,101,1,1,4800,"N","ETROPUS MICROSTOMUS",18
"715",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197806,100,1,5,11200,NA,"AMMODYTES SP",23
"716",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199406,165,2,6,18000,NA,"ETRUMEUS TERES",33
"717",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199004,271,1,1,18000,NA,"SCOMBRIDAE",35
"718",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201802,209,0,80590,4000,"N","AMMODYTES SP",12
"719",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199102,99,1,74,7500,NA,"FISH",33
"720",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200209,245,2,1,4000,"N","UROPHYCIS CHUSS",26
"721",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200604,267,0,8,4000,"N","CLUPEIDAE",14
"722",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198904,97,2,2,5500,NA,"MERLUCCIUS BILINEARIS",33
"723",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200202,252,2,2,14000,"N","MERLUCCIUS BILINEARIS",41
"724",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198502,302,2,2,1500,NA,"EUPHAUSIIDAE",32
"725",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199306,112,2,3,9000,NA,"CEPHALOPODA",24
"726",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198705,307,2,9,1000,NA,"PANDALUS BOREALIS",32
"727",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199804,367,2,2,9200,"N","PEPRILUS TRIACANTHUS",44
"728",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199405,33,1,1,7000,NA,"MERLUCCIUS BILINEARIS",18
"729",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197712,156,2,10,2800,NA,"FISH",18
"730",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199201,60,0,3,20500,NA,"CLUPEA HARENGUS",38
"731",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200902,288,2,301,9000,"N","ILLEX SP",37
"732",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197303,112,2,3,10000,NA,"MERLUCCIUS BILINEARIS",40
"733",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201004,82,2,1,9500,"E","AMMODYTES SP",25
"734",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198603,93,2,5,4100,NA,"CRANGON SEPTEMSPINOSA",12
"735",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199102,10,2,5,800,NA,"LOLIGO SP",37
"736",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199201,55,0,5,20000,NA,"CLUPEA HARENGUS",44
"737",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199102,155,2,17,2800,NA,"CRANGONIDAE",23
"738",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200407,155,2,1,5000,"E","CENTROPRISTIS STRIATA",24
"739",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201402,197,0,73824,3200,"E","AMMODYTES SP",12
"740",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198801,297,2,3,2000,NA,"CRUSTACEA SHRIMP",27
"741",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199201,5,0,1,26100,NA,"LOLIGO SP",34
"742",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198502,151,1,7,7000,NA,"AMMODYTES SP",30
"743",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198803,320,2,10,20000,NA,"SCOMBER SCOMBRUS",44
"744",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199105,195,2,2,6000,NA,"MERLUCCIUS BILINEARIS",22
"745",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197609,8,2,4,6300,NA,"GADIDAE",43
"746",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198702,134,2,4,500,NA,"AMPHIPODA",999.99
"747",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201402,177,0,64806,2500,"E","AMMODYTES SP",12
"748",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199503,281,2,1,13400,NA,"MERLUCCIUS BILINEARIS",35
"749",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198606,351,2,10,17000,NA,"MERLUCCIUS BILINEARIS",36
"750",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198508,317,2,26,19000,NA,"MERLUCCIUS BILINEARIS",40
"751",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198702,304,2,1,15000,NA,"AMMODYTES SP",999.99
"752",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199406,229,2,3,4500,NA,"MERLUCCIUS BILINEARIS",28
"753",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199405,35,2,11,10000,NA,"PEPRILUS TRIACANTHUS",33
"754",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198502,196,2,9,17000,NA,"LOLIGO SP",42
"755",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200201,156,2,2,8600,"N","UROPHYCIS CHUSS",27
"756",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201802,209,0,80590,3500,"N","AMMODYTES SP",12
"757",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201204,211,2,103544,22500,"N","CLUPEIDAE",41
"758",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199306,288,2,24,17000,NA,"SCOMBER SCOMBRUS",32
"759",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198705,215,2,1,5000,NA,"PANDALIDAE",36
"760",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201602,163,0,228721,5000,"E","AMMODYTES SP",15
"761",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",202102,193,0,61685,5700,"N","AMMODYTES SP",11
"762",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197702,117,0,1,33000,NA,"FISH",51
"763",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199507,237,1,4,5000,NA,"MERLUCCIUS BILINEARIS",21
"764",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199306,295,2,2,16500,NA,"SCOMBER SP",33
"765",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198202,198,0,6,22000,NA,"MERLUCCIUS BILINEARIS",35
"766",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199406,231,2,9,4000,NA,"MERLUCCIUS BILINEARIS",29
"767",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200902,160,2,4,8700,"N","PEPRILUS TRIACANTHUS",43
"768",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199502,31,2,1,3500,NA,"UROPHYCIS SP",33
"769",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200002,240,2,1,16000,"N","CLUPEA HARENGUS",40
"770",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199802,281,2,8,13000,NA,"MERLUCCIUS BILINEARIS",33
"771",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199306,220,2,11,6300,NA,"MERLUCCIUS BILINEARIS",30
"772",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199105,195,2,2,7700,NA,"MERLUCCIUS BILINEARIS",22
"773",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199902,306,2,15,22000,"E","MERLUCCIUS BILINEARIS",43
"774",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198508,282,1,22,4000,NA,"MERLUCCIUS BILINEARIS",25
"775",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199507,333,2,14,9000,NA,"PASIPHAEIDAE",23
"776",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200102,292,2,1,26000,"E","MERLUCCIUS BILINEARIS",40
"777",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201304,238,0,274951,2500,"E","OSTEICHTHYES",6
"778",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198508,317,1,20,3000,NA,"CRUSTACEA SHRIMP",27
"779",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198904,231,2,7,6500,NA,"MERLUCCIUS BILINEARIS",28
"780",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199202,119,NA,2,10000,NA,"MERLUCCIUS BILINEARIS",31
"781",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197804,385,2,17,29000,NA,"FISH",58
"782",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200005,313,2,1,21000,"N","MERLUCCIUS BILINEARIS",39
"783",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198803,258,2,1,11500,NA,"MERLUCCIUS BILINEARIS",31
"784",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",202302,79,0,33228,7000,"E","AMMODYTES SP",15
"785",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199702,118,2,2,20000,NA,"SCOMBER SCOMBRUS",40
"786",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201402,197,0,73824,4200,"E","AMMODYTES SP",12
"787",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199405,15,2,21,20000,NA,"CLUPEA HARENGUS",40
"788",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199004,334,2,1,25000,NA,"CLUPEIDAE",44
"789",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200303,296,2,1,13500,"N","MERLUCCIUS BILINEARIS",41
"790",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199604,293,2,7,11000,NA,"AMMODYTES SP",28
"791",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198904,260,2,3,17800,NA,"SCOMBER SCOMBRUS",39
"792",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199103,9,1,2,13000,NA,"MERLUCCIUS BILINEARIS",25
"793",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201105,330,2,207488,19000,"N","CLUPEA HARENGUS",46
"794",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201802,209,0,80590,3500,"N","AMMODYTES SP",12
"795",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199804,224,2,2,19000,"N","SCOMBRIDAE",33
"796",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198904,283,2,14,6500,NA,"MERLUCCIUS BILINEARIS",31
"797",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198508,21,2,1,22000,NA,"ETRUMEUS TERES",25
"798",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198803,319,2,7,20000,NA,"SCOMBER SCOMBRUS",33
"799",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199801,74,2,14,23000,NA,"CLUPEA HARENGUS",34
"800",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198801,114,2,1,17200,NA,"MERLUCCIUS BILINEARIS",32
"801",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199103,53,2,4,1400,NA,"FISH",33
"802",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198202,192,2,16,2200,NA,"SCOMBRIDAE",43
"803",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201902,163,0,67233,3000,"N","AMMODYTES SP",12
"804",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198202,210,2,1,18000,NA,"SCOMBER SCOMBRUS",999.99
"805",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200807,230,2,2,7500,"E","AMMODYTES SP",29
"806",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201802,237,2,89941,26000,"E","MERLUCCIUS BILINEARIS",46
"807",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201105,384,2,238764,13000,"E","OSTEICHTHYES",42
"808",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201304,317,2,323574,22000,"E","CLUPEA HARENGUS",41
"809",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199302,267,NA,1,14000,NA,"MERLUCCIUS BILINEARIS",30
"810",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197303,109,1,7,15000,NA,"MERLUCCIUS BILINEARIS",33
"811",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199306,288,2,21,17000,NA,"SCOMBER SCOMBRUS",37
"812",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197512,5,0,9,5000,NA,"MERLUCCIUS BILINEARIS",12
"813",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199505,49,1,7,11000,NA,"CLUPEIDAE",21
"814",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197904,153,2,9,8500,NA,"AMMODYTES SP",40
"815",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198603,365,2,6,22000,NA,"CLUPEA HARENGUS",41
"816",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199908,296,2,5,5000,"N","FISH",37
"817",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198405,196,2,3,16000,NA,"FISH",38
"818",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200904,234,2,301,6500,"N","MERLUCCIUS BILINEARIS",15
"819",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198803,252,1,7,7500,NA,"MERLUCCIUS BILINEARIS",31
"820",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199902,145,2,5,20000,"N","SCOMBRIDAE",38
"821",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199004,194,2,8,13500,NA,"AMMODYTES SP",28
"822",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200209,243,2,1,8000,"N","LOLIGO SP",27
"823",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200709,208,2,1,7500,"N","AMMODYTES SP",35
"824",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199706,187,2,2,600,NA,"CANCER BOREALIS",24
"825",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201204,361,0,181037,4500,"N","MERLUCCIUS BILINEARIS",10
"826",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199102,83,1,49,4700,NA,"PLEURONECTIFORMES",20
"827",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199406,222,2,2,23700,NA,"MERLUCCIUS BILINEARIS",37
"828",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198401,331,1,7,12000,NA,"AMMODYTES SP",29
"829",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199103,50,2,4,16000,NA,"MERLUCCIUS BILINEARIS",37
"830",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199908,3,2,1,11500,"N","PEPRILUS TRIACANTHUS",35
"831",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200202,29,2,15,7600,"N","UROPHYCIS REGIA",33
"832",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199002,288,2,1,14000,NA,"MERLUCCIUS BILINEARIS",27
"833",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201402,197,0,73824,4000,"E","AMMODYTES SP",12
"834",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200101,79,2,3,9000,"N","LOLIGO SP",29
"835",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200709,327,2,1,14200,"N","CLUPEA HARENGUS",32
"836",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200102,139,2,1,13000,"N","PEPRILUS TRIACANTHUS",34
"837",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198606,219,1,8,3000,NA,"UROPHYCIS CHUSS",16
"838",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199401,88,1,3,7500,NA,"FISH",24
"839",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199004,279,1,7,6800,NA,"MERLUCCIUS BILINEARIS",27
"840",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198603,12,2,1,1000,NA,"CRUSTACEA SHRIMP",30
"841",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199102,78,0,36,9000,NA,"GADIDAE",19
"842",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199902,324,2,5,17000,"N","MERLUCCIUS BILINEARIS",44
"843",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198603,365,1,10,12000,NA,"FISH",31
"844",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198702,70,2,5,2000,NA,"AMMODYTES SP",19
"845",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198803,243,2,13,9500,NA,"PEPRILUS TRIACANTHUS",29
"846",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200902,411,2,1,10700,"E","AMMODYTES SP",27
"847",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198502,302,1,20,2800,NA,"EUPHAUSIIDAE",20
"848",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198705,307,2,1,17500,NA,"SCOMBRIDAE",37
"849",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197303,114,2,7,14000,NA,"FISH",40
"850",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199004,175,1,8,4700,NA,"CEPHALOPODA",28
"851",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198803,98,2,4,9500,NA,"LOLIGO SP",30
"852",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199002,93,2,10,1600,NA,"AMMODYTES SP",39
"853",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198502,174,2,10,14000,NA,"AMMODYTES SP",35
"854",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201204,370,2,185466,23000,"N","CLUPEA HARENGUS",38
"855",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199306,10,1,2,6000,NA,"COPEPODA",24
"856",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198502,239,1,8,15000,NA,"AMMODYTES SP",30
"857",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198202,151,2,6,15000,NA,"AMMODYTES SP",32
"858",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198904,270,2,4,26000,NA,"MERLUCCIUS BILINEARIS",47
"859",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197904,150,1,5,3500,NA,"FISH",34
"860",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",202202,295,0,112455,4700,"E","AMMODYTES SP",9
"861",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",202104,331,2,135353,8700,"N","MERLUCCIUS BILINEARIS",25
"862",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199908,295,2,1,2200,"N","PANDALIDAE",30
"863",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199306,277,2,15,20000,NA,"FISH",43
"864",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199306,302,2,2,14000,NA,"MERLUCCIUS BILINEARIS",29
"865",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199105,194,2,13,4000,NA,"MERLUCCIUS BILINEARIS",31
"866",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197411,156,1,8,3000,NA,"FISH",25
"867",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198008,373,2,5,10000,NA,"AMMODYTES SP",40
"868",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198606,231,2,8,1200,NA,"EUPHAUSIIDAE",32
"869",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199503,301,2,2,5500,NA,"FISH",25
"870",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198401,124,1,1,6000,NA,"FISH",18
"871",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198102,190,2,4,30000,NA,"FISH",48
"872",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199706,265,2,7,7900,NA,"MERLUCCIUS BILINEARIS",33
"873",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199706,251,2,6,8000,NA,"UROPHYCIS CHUSS",30
"874",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198803,299,2,18,11500,NA,"MERLUCCIUS BILINEARIS",32
"875",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200807,258,2,5,7800,"E","OSTEICHTHYES",26
"876",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201102,114,2,1,14000,"E","OSTEICHTHYES",35
"877",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199802,169,1,1,12000,NA,"ALOSA PSEUDOHARENGUS",28
"878",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199306,213,2,3,11000,NA,"MERLUCCIUS BILINEARIS",29
"879",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198803,101,2,11,16500,NA,"ETRUMEUS TERES",33
"880",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198904,283,1,8,7000,NA,"MERLUCCIUS BILINEARIS",28
"881",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200005,242,2,1,16000,"N","SCOMBER SCOMBRUS",31
"882",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198202,2,2,6,16000,NA,"PEPRILUS TRIACANTHUS",41
"883",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200209,316,1,1,6500,"E","MERLUCCIUS BILINEARIS",25
"884",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200101,93,1,2,600,"N","PANDALIDAE",20
"885",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198401,338,2,4,10000,NA,"AMMODYTES SP",34
"886",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199406,227,2,8,20000,NA,"SCOMBER SCOMBRUS",36
"887",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198405,72,2,1,2000,NA,"CRUSTACEA SHRIMP",26
"888",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199204,101,0,5,14000,NA,"MERLUCCIUS BILINEARIS",35
"889",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",202104,333,1,136011,8500,"N","MERLUCCIUS BILINEARIS",25
"890",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201004,194,2,303,15000,"E","OSTEICHTHYES",42
"891",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200807,141,2,1,4800,"E","MERLUCCIUS BILINEARIS",11
"892",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",200209,324,1,3,5000,"N","PANDALIDAE",28
"893",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199601,28,2,1,11000,NA,"STENOTOMUS CHRYSOPS",34
"894",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198904,341,2,11,21000,NA,"MERLUCCIUS BILINEARIS",52
"895",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199105,335,2,8,15000,NA,"SCOMBER SCOMBRUS",38
"896",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199303,130,0,2,14000,NA,"MERLUCCIUS BILINEARIS",34
"897",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",199706,265,2,7,6500,NA,"MERLUCCIUS BILINEARIS",33
"898",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",201202,288,2,139973,7500,"N","CLUPEA HARENGUS",35
"899",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",198302,129,2,4,6000,NA,"CITHARICHTHYS ARCTIFRONS",35
"900",72,"MERLUCCIUS BILINEARIS","SILVER HAKE",197904,155,2,5,13200,NA,"AMMODYTES SP",46
